Equipment,Timestamp,Temperature,Vibration,Usage_Hours,Lubrication_Status,Motor_Current,Pressure,Humidity,Conveyor_Speed,Maintenance_Required
CNC Machine,2020-12-17 13:55:43,20.2,0.42,509,Low,18.9,100,62,,Yes
Stamping Machine,2022-07-04 01:26:47,24.5,0.06,509,Low,5.3,100,34,,No
Stamping Machine,2022-12-24 04:03:28,49.3,0.08,509,Good,20.0,82,55,,No
Robot,2022-07-04 01:26:47,20.2,0.05,1118,Low,14.7,93,70,,Yes
Stamping Machine,2021-06-20 23:29:22,79.7,0.37,509,Good,13.1,82,70,1.94,Yes
Robot,2023-09-13 19:13:21,79.7,0.3,849,Empty,20.0,100,30,,No
Robot,2022-07-12 22:45:22,20.2,0.19,1993,Good,19.6,92,30,,Yes
Conveyor Belt,2020-03-14 05:08:45,20.2,0.5,1281,Low,12.9,84,40,1.06,Yes
Robot,2022-09-03 23:14:49,20.2,0.37,1134,Good,20.0,80,38,,No
CNC Machine,2022-09-03 23:14:49,46.9,0.46,1656,Good,20.0,80,57,,No
Conveyor Belt,2020-07-05 07:56:20,20.2,0.05,509,Low,20.0,88,62,,Yes
Stamping Machine,2022-07-04 01:26:47,56.8,0.05,509,Low,5.3,95,42,,No
Robot,2022-09-03 23:14:49,73.3,0.05,509,Good,20.0,80,70,,No
Robot,2022-12-24 04:03:28,32.4,0.5,556,Empty,15.3,93,35,1.41,No
Stamping Machine,2022-07-12 22:45:22,61.3,0.5,1012,Low,5.3,94,70,,Yes
Robot,2022-07-04 01:26:47,62.0,0.38,1015,Low,15.6,94,70,,No
Stamping Machine,2020-07-05 07:56:20,20.2,0.05,509,Good,7.1,100,30,,No
Stamping Machine,2020-11-06 00:46:27,31.9,0.18,1993,Good,13.5,90,70,,Yes
Robot,2023-09-15 23:39:07,75.2,0.33,1067,Low,18.6,100,40,,Yes
Stamping Machine,2020-10-04 20:09:29,79.7,0.5,739,Good,10.1,83,70,,Yes
Robot,2022-07-04 01:26:47,73.3,0.44,509,Empty,19.3,100,30,1.87,No
Stamping Machine,2020-11-07 17:17:59,79.7,0.05,509,Good,6.8,100,40,,No
CNC Machine,2020-11-13 22:12:35,30.2,0.5,822,Good,12.5,80,53,,No
CNC Machine,2022-04-21 13:10:24,35.1,0.36,509,Low,7.9,100,30,,Yes
Robot,2023-09-15 23:39:07,33.0,0.16,515,Good,8.0,90,70,,Yes
Conveyor Belt,2023-09-22 03:26:36,66.8,0.5,1210,Good,5.3,100,66,1.91,Yes
Conveyor Belt,2023-08-26 12:29:44,79.7,0.5,509,Good,8.0,100,68,1.4,Yes
Stamping Machine,2022-09-03 23:14:49,32.6,0.05,509,Low,9.5,89,30,,Yes
Robot,2022-01-03 02:07:29,20.2,0.5,509,Empty,6.6,99,70,,Yes
Stamping Machine,2023-07-18 10:48:35,56.8,0.5,875,Low,17.5,80,34,,Yes
Stamping Machine,2020-04-03 06:01:09,20.2,0.25,509,Good,6.9,100,45,,No
Robot,2023-02-01 03:52:01,68.2,0.42,509,Good,19.2,82,30,,No
Stamping Machine,2020-07-05 07:56:20,20.2,0.08,1750,Empty,13.1,100,70,1.87,Yes
CNC Machine,2022-03-11 02:11:01,75.2,0.24,731,Good,15.4,99,55,,No
Conveyor Belt,2020-08-10 03:31:41,76.6,0.5,509,Empty,10.6,87,62,1.86,Yes
Robot,2022-09-03 23:14:49,79.7,0.17,509,Low,13.0,80,68,,No
CNC Machine,2022-09-03 23:14:49,20.2,0.33,1837,Low,18.6,100,30,,No
Stamping Machine,2020-03-14 05:08:45,20.2,0.26,1285,Good,20.0,97,37,1.91,Yes
CNC Machine,2023-09-15 23:39:07,20.2,0.32,509,Good,5.3,100,30,1.14,Yes
CNC Machine,2020-01-06 23:09:12,70.6,0.5,509,Good,5.3,100,36,,Yes
Stamping Machine,2020-07-05 07:56:20,37.5,0.13,509,Good,14.5,85,70,,Yes
Stamping Machine,2023-08-26 08:00:02,74.0,0.5,509,Low,5.3,100,70,,Yes
CNC Machine,2021-05-20 01:23:27,20.2,0.5,886,Good,5.3,100,59,,No
Stamping Machine,2022-07-12 22:45:22,76.1,0.49,1938,Good,13.4,82,68,,No
Robot,2021-05-06 05:33:14,35.1,0.27,509,Good,11.7,100,37,,No
CNC Machine,2023-09-16 23:58:34,70.0,0.1,826,Empty,20.0,92,35,,No
Conveyor Belt,2021-03-08 05:58:48,20.2,0.05,1709,Empty,5.3,84,70,,Yes
CNC Machine,2022-10-30 20:56:26,79.7,0.5,1826,Empty,20.0,94,30,,No
CNC Machine,2022-10-30 20:56:26,75.9,0.45,940,Good,19.4,88,57,,Yes
Stamping Machine,2023-09-15 23:39:07,20.2,0.5,509,Low,6.7,100,70,,No
CNC Machine,2022-09-03 23:14:49,38.5,0.12,830,Empty,20.0,100,39,,No
Robot,2020-11-13 22:12:35,20.2,0.21,509,Good,13.6,80,30,,Yes
Stamping Machine,2020-10-18 06:17:22,51.7,0.5,1848,Good,20.0,100,35,1.88,No
Conveyor Belt,2022-09-03 23:14:49,60.3,0.11,1270,Low,6.6,100,60,,Yes
Stamping Machine,2022-07-12 22:45:22,77.4,0.37,1352,Low,20.0,97,30,,Yes
CNC Machine,2022-09-03 23:14:49,20.2,0.05,888,Low,5.3,96,70,,Yes
Stamping Machine,2020-07-05 07:56:20,20.2,0.05,933,Low,15.9,98,70,,No
Conveyor Belt,2022-09-03 23:14:49,20.2,0.05,509,Good,19.9,80,30,,No
Conveyor Belt,2023-09-16 23:58:34,75.0,0.13,894,Empty,16.9,100,34,,No
Conveyor Belt,2023-04-12 11:22:29,20.2,0.05,1760,Empty,20.0,100,70,,Yes
Conveyor Belt,2023-09-22 03:26:36,60.5,0.5,1853,Good,20.0,100,39,,No
Robot,2020-07-05 07:56:20,79.7,0.05,509,Low,20.0,97,49,,Yes
Stamping Machine,2020-01-06 23:09:12,20.2,0.05,509,Good,5.3,84,70,1.87,Yes
Conveyor Belt,2020-10-18 06:17:22,40.5,0.06,509,Empty,8.7,100,39,,Yes
CNC Machine,2020-04-04 06:24:32,20.2,0.19,993,Low,8.9,89,45,,Yes
Stamping Machine,2022-09-03 23:14:49,69.3,0.11,509,Low,5.3,80,70,,Yes
Stamping Machine,2022-09-03 23:14:49,20.9,0.5,509,Low,5.3,94,70,,No
CNC Machine,2023-09-16 23:58:34,43.2,0.37,1946,Low,5.3,100,48,,Yes
Conveyor Belt,2022-09-03 23:14:49,52.7,0.05,509,Good,16.0,80,30,,No
Robot,2022-09-03 23:14:49,50.4,0.48,509,Low,5.3,100,53,,No
CNC Machine,2022-07-04 01:26:47,43.0,0.35,509,Good,8.6,88,44,,No
Robot,2021-05-22 13:42:41,28.5,0.2,509,Low,10.8,95,41,,Yes
Stamping Machine,2020-03-05 23:45:13,73.0,0.35,509,Empty,20.0,93,30,1.87,Yes
CNC Machine,2021-10-24 16:48:04,20.2,0.09,509,Empty,20.0,83,30,,Yes
Stamping Machine,2022-02-04 09:20:03,32.6,0.5,1811,Low,20.0,83,37,,No
Stamping Machine,2022-09-03 23:14:49,67.0,0.42,832,Good,11.4,92,30,,Yes
Conveyor Belt,2022-09-03 23:14:49,31.0,0.23,1434,Empty,5.3,92,70,,Yes
CNC Machine,2020-04-03 03:08:29,37.1,0.23,509,Empty,5.3,91,42,1.97,Yes
CNC Machine,2023-03-08 15:55:14,65.5,0.3,1365,Low,6.5,100,64,1.86,Yes
Stamping Machine,2020-07-05 07:56:20,74.9,0.5,509,Good,5.3,100,51,,No
Robot,2022-09-03 23:14:49,32.6,0.5,1437,Good,14.0,93,70,,Yes
Robot,2022-09-03 23:14:49,20.2,0.06,509,Good,19.4,82,35,,Yes
CNC Machine,2023-07-24 16:21:48,73.7,0.1,509,Good,17.8,89,62,,Yes
Robot,2020-03-14 05:08:45,20.2,0.17,509,Good,5.3,97,38,,Yes
Robot,2023-09-16 23:58:34,29.9,0.05,1140,Empty,20.0,94,34,,No
Robot,2022-09-29 17:02:08,48.8,0.39,509,Good,20.0,82,44,,Yes
Stamping Machine,2020-11-06 00:46:27,52.8,0.05,1461,Low,5.3,82,70,,Yes
Robot,2023-07-02 01:54:59,79.7,0.5,509,Low,20.0,80,70,,Yes
Stamping Machine,2022-09-03 23:14:49,70.8,0.19,509,Low,12.9,100,37,,No
Stamping Machine,2021-10-24 16:48:04,23.6,0.5,1179,Empty,16.8,92,30,,No
Stamping Machine,2020-04-03 06:01:09,20.2,0.25,1006,Low,14.5,96,70,,Yes
Stamping Machine,2022-09-03 23:14:49,20.2,0.25,1305,Empty,15.4,100,30,,No
CNC Machine,2023-07-24 16:21:48,64.4,0.5,509,Empty,12.4,100,37,,No
Robot,2023-09-15 23:39:07,35.8,0.41,509,Low,7.9,100,36,,No
Stamping Machine,2023-09-15 23:39:07,20.2,0.31,1473,Low,5.3,89,70,,Yes
Conveyor Belt,2022-09-03 23:14:49,62.6,0.31,857,Empty,5.3,100,70,1.17,Yes
CNC Machine,2022-07-04 01:26:47,29.5,0.5,509,Empty,20.0,82,30,,Yes
Robot,2022-04-21 13:10:24,38.4,0.05,509,Empty,13.9,86,46,,Yes
Conveyor Belt,2022-04-21 13:10:24,70.5,0.38,509,Empty,20.0,100,34,,Yes
Conveyor Belt,2023-09-15 23:39:07,20.2,0.08,509,Good,5.3,100,65,1.87,No
Robot,2023-07-29 03:01:37,65.2,0.45,777,Low,8.8,96,66,1.49,Yes
Stamping Machine,2020-07-15 10:05:32,71.8,0.27,1673,Good,20.0,83,70,,Yes
Stamping Machine,2020-04-03 06:01:09,79.7,0.05,509,Low,20.0,97,70,,No
Conveyor Belt,2020-01-06 23:09:12,72.4,0.5,1048,Good,7.6,100,30,,Yes
CNC Machine,2023-01-21 15:34:41,75.7,0.5,904,Low,6.8,100,70,1.87,No
Robot,2023-07-24 16:21:48,42.6,0.05,1011,Good,20.0,93,30,,No
Robot,2022-09-03 23:14:49,20.2,0.05,1993,Low,20.0,93,38,,Yes
Stamping Machine,2021-12-07 13:08:57,36.1,0.41,820,Low,7.2,80,70,,No
CNC Machine,2022-10-30 20:56:26,64.3,0.31,1149,Empty,17.5,94,56,1.93,Yes
CNC Machine,2021-06-20 23:29:22,20.2,0.25,1748,Low,15.2,100,34,,No
Robot,2022-07-12 22:45:22,51.2,0.5,1993,Low,12.7,80,30,3.0,Yes
Stamping Machine,2022-07-04 01:26:47,74.8,0.15,509,Good,16.9,100,34,,No
Conveyor Belt,2022-07-04 01:26:47,75.3,0.22,509,Good,17.8,96,63,1.96,No
Robot,2022-09-03 23:14:49,58.7,0.3,948,Empty,20.0,100,43,,Yes
CNC Machine,2021-05-06 05:33:14,79.7,0.5,509,Empty,15.5,95,35,,Yes
CNC Machine,2023-07-24 16:21:48,71.5,0.27,1543,Empty,20.0,93,42,,Yes
Stamping Machine,2022-01-13 11:52:31,20.2,0.05,509,Empty,10.2,91,30,,No
CNC Machine,2020-10-18 06:17:22,51.3,0.27,509,Low,9.0,80,39,,No
Stamping Machine,2022-09-03 23:14:49,20.9,0.5,611,Good,20.0,100,35,,Yes
CNC Machine,2022-09-03 23:14:49,28.9,0.05,1482,Low,5.3,83,70,,Yes
Stamping Machine,2020-10-18 06:17:22,20.2,0.05,509,Empty,5.3,100,35,,No
Stamping Machine,2022-09-03 23:14:49,79.7,0.05,980,Empty,7.1,80,70,2.05,No
Conveyor Belt,2022-09-03 23:14:49,46.7,0.31,926,Good,5.3,100,30,1.89,No
Robot,2022-07-04 01:26:47,33.5,0.16,509,Low,20.0,81,30,1.93,Yes
Conveyor Belt,2020-10-18 06:17:22,42.9,0.05,824,Good,9.7,100,35,1.98,No
CNC Machine,2021-10-14 00:34:41,50.6,0.05,509,Low,6.6,100,39,,No
Stamping Machine,2020-10-18 06:17:22,52.5,0.38,509,Low,19.3,86,30,,No
Stamping Machine,2022-04-21 13:10:24,29.4,0.5,808,Low,5.3,85,61,,Yes
Robot,2022-09-03 23:14:49,20.2,0.33,924,Empty,16.7,82,70,,No
Conveyor Belt,2020-04-03 06:01:09,36.9,0.05,975,Good,5.4,80,51,2.02,Yes
Conveyor Belt,2022-09-03 23:14:49,28.9,0.05,564,Empty,15.5,84,62,,Yes
Stamping Machine,2022-12-24 04:03:28,53.0,0.15,509,Good,6.3,100,34,,Yes
Robot,2021-09-28 02:47:06,79.7,0.5,509,Good,7.9,94,54,,Yes
CNC Machine,2023-01-21 15:34:41,58.1,0.33,1150,Good,8.4,99,38,,No
CNC Machine,2021-02-11 00:06:13,41.1,0.5,579,Empty,5.3,100,30,,Yes
Robot,2023-09-16 23:58:34,20.2,0.5,1024,Low,13.3,100,42,,No
Stamping Machine,2023-09-15 23:39:07,51.1,0.39,867,Empty,15.8,100,41,1.93,No
Stamping Machine,2020-04-03 03:08:29,65.4,0.32,509,Low,5.3,100,57,2.12,Yes
Stamping Machine,2022-07-12 22:45:22,20.2,0.5,1201,Low,20.0,82,30,1.91,Yes
Stamping Machine,2022-10-30 20:56:26,75.5,0.5,1993,Low,20.0,86,70,,Yes
Robot,2020-03-14 05:08:45,79.7,0.38,539,Low,9.3,100,63,,No
Stamping Machine,2022-07-12 22:45:22,75.7,0.28,509,Low,5.3,100,38,,Yes
Stamping Machine,2020-10-18 06:17:22,76.1,0.34,735,Low,7.8,91,70,,No
Conveyor Belt,2023-09-16 23:58:34,69.6,0.21,553,Empty,14.7,100,30,1.87,No
Stamping Machine,2022-09-03 23:14:49,37.7,0.18,1611,Good,17.8,100,70,,No
CNC Machine,2022-09-03 23:14:49,44.2,0.05,879,Low,19.6,100,70,,Yes
CNC Machine,2020-10-20 14:50:17,28.5,0.39,509,Good,8.1,100,30,1.96,Yes
Stamping Machine,2022-07-12 22:45:22,20.2,0.32,1993,Good,6.1,98,46,1.92,Yes
Conveyor Belt,2021-09-28 01:16:30,20.2,0.11,1205,Low,5.3,100,64,,Yes
CNC Machine,2020-01-06 23:09:12,27.4,0.05,509,Low,10.5,100,34,1.96,No
Stamping Machine,2022-09-03 23:14:49,34.7,0.5,1993,Good,10.3,100,52,,Yes
CNC Machine,2020-10-04 20:09:29,31.9,0.05,929,Empty,16.9,100,30,1.89,Yes
Stamping Machine,2020-11-06 00:46:27,36.5,0.5,606,Low,15.4,83,51,,Yes
CNC Machine,2022-07-04 01:26:47,20.2,0.5,509,Empty,14.9,90,30,,Yes
Stamping Machine,2022-09-03 23:14:49,26.5,0.5,509,Empty,20.0,80,39,,Yes
Conveyor Belt,2022-07-12 22:45:22,79.7,0.07,509,Low,10.5,83,36,2.04,No
Conveyor Belt,2020-04-02 10:36:00,62.9,0.5,1237,Good,13.2,86,70,,Yes
Robot,2021-01-31 21:25:50,26.4,0.05,509,Low,5.3,100,45,,No
Conveyor Belt,2022-07-04 01:26:47,70.4,0.15,1120,Empty,8.5,80,57,,No
Stamping Machine,2022-06-19 13:45:22,79.7,0.48,509,Low,15.9,83,60,,Yes
CNC Machine,2021-10-24 16:48:04,68.0,0.5,509,Good,12.7,97,60,,Yes
Stamping Machine,2022-09-03 23:14:49,57.1,0.33,509,Good,5.3,100,51,,No
Stamping Machine,2022-07-12 22:45:22,20.2,0.05,804,Empty,20.0,100,30,1.06,Yes
CNC Machine,2020-10-18 06:17:22,79.7,0.5,624,Low,20.0,100,35,1.88,No
Stamping Machine,2022-09-03 23:14:49,20.2,0.5,1993,Good,20.0,90,62,,Yes
Stamping Machine,2022-01-03 02:07:29,64.8,0.05,1051,Empty,8.5,87,49,,Yes
Robot,2020-10-18 06:17:22,20.2,0.05,509,Low,5.3,100,49,,Yes
CNC Machine,2020-03-14 05:08:45,20.2,0.5,509,Low,18.8,82,53,,Yes
Stamping Machine,2022-02-04 09:20:03,60.7,0.18,1084,Good,20.0,83,46,1.92,No
Conveyor Belt,2022-04-21 13:10:24,29.6,0.38,838,Good,20.0,80,44,,Yes
Conveyor Belt,2023-09-15 23:39:07,20.2,0.5,509,Good,18.7,87,38,,Yes
Stamping Machine,2020-10-27 00:55:26,21.7,0.5,509,Empty,9.8,98,44,1.89,Yes
Robot,2021-05-22 13:42:41,65.4,0.17,509,Low,18.3,82,70,3.0,No
CNC Machine,2022-07-12 22:45:22,47.4,0.44,509,Empty,17.1,97,30,,Yes
Robot,2020-11-13 22:12:35,20.2,0.05,509,Low,17.0,80,44,,No
Conveyor Belt,2020-03-14 05:08:45,20.2,0.05,1434,Empty,6.6,100,42,,Yes
Robot,2021-10-14 00:34:41,47.5,0.18,509,Good,8.1,93,37,,Yes
Stamping Machine,2022-01-13 11:52:31,56.9,0.05,509,Low,5.3,86,37,,No
CNC Machine,2022-09-03 23:14:49,37.7,0.08,949,Empty,7.2,85,70,,Yes
Stamping Machine,2023-09-22 03:26:36,24.8,0.15,509,Good,11.5,92,42,,No
Stamping Machine,2023-09-22 03:26:36,75.7,0.5,718,Low,13.6,100,30,,No
Stamping Machine,2022-09-03 23:14:49,20.2,0.15,938,Good,13.7,100,30,,Yes
Robot,2020-11-06 00:46:27,20.2,0.36,1993,Low,5.3,100,70,,Yes
CNC Machine,2022-09-03 23:14:49,20.2,0.05,1058,Empty,9.0,90,41,,Yes
Robot,2022-09-03 23:14:49,45.8,0.5,509,Good,20.0,91,38,,Yes
Conveyor Belt,2020-10-27 00:55:26,20.2,0.05,820,Empty,16.7,83,61,,Yes
Stamping Machine,2022-09-03 23:14:49,20.2,0.5,1156,Low,17.3,98,70,,Yes
Stamping Machine,2023-09-22 03:26:36,49.5,0.34,509,Low,5.3,98,50,,Yes
Robot,2022-07-12 22:45:22,75.7,0.34,509,Empty,20.0,80,55,1.98,Yes
Conveyor Belt,2023-09-16 23:58:34,46.2,0.1,1841,Empty,19.7,100,45,,No
Stamping Machine,2022-09-03 23:14:49,20.2,0.05,1596,Good,11.2,90,70,,Yes
Stamping Machine,2022-09-03 23:14:49,74.0,0.05,509,Low,20.0,80,70,,Yes
Stamping Machine,2022-02-04 09:20:03,41.2,0.42,1149,Low,20.0,80,57,,No
CNC Machine,2020-11-07 17:17:59,20.2,0.39,509,Good,5.3,100,53,,Yes
Stamping Machine,2022-04-21 13:10:24,20.2,0.31,509,Empty,8.9,100,38,,Yes
Robot,2022-07-12 22:45:22,70.8,0.5,509,Good,20.0,80,30,,Yes
Conveyor Belt,2023-09-22 03:26:36,37.3,0.05,768,Empty,5.3,98,39,,No
Robot,2022-12-24 04:03:28,32.4,0.25,509,Good,8.2,90,70,,Yes
CNC Machine,2022-09-03 23:14:49,20.2,0.17,844,Good,20.0,83,43,,Yes
CNC Machine,2022-07-12 22:45:22,25.2,0.3,509,Empty,6.4,80,41,,Yes
Conveyor Belt,2023-09-15 23:39:07,63.8,0.16,509,Good,5.8,100,30,1.06,No
CNC Machine,2022-09-03 23:14:49,39.3,0.05,772,Good,7.8,80,44,,No
Conveyor Belt,2023-09-16 23:58:34,33.2,0.3,946,Low,20.0,83,69,,Yes
Robot,2020-07-05 07:56:20,71.2,0.05,509,Low,10.7,100,70,,Yes
Conveyor Belt,2022-01-13 11:52:31,59.9,0.05,509,Low,20.0,80,48,,No
Stamping Machine,2023-09-16 23:58:34,20.2,0.05,766,Good,6.8,100,30,,Yes
Stamping Machine,2023-09-16 23:58:34,20.2,0.05,509,Empty,19.1,91,39,,Yes
Conveyor Belt,2023-09-22 03:26:36,33.6,0.2,509,Empty,5.3,100,65,,Yes
CNC Machine,2020-07-05 07:56:20,76.1,0.5,1024,Low,6.8,91,30,2.03,Yes
CNC Machine,2023-09-15 23:39:07,32.6,0.32,509,Empty,17.4,99,39,1.92,No
Conveyor Belt,2020-10-18 06:17:22,20.2,0.05,509,Good,12.2,84,70,,Yes
Stamping Machine,2022-07-12 22:45:22,29.3,0.05,950,Empty,8.6,83,42,,No
Stamping Machine,2022-04-21 13:10:24,30.3,0.5,931,Low,20.0,100,41,,Yes
Robot,2022-12-24 04:03:28,50.3,0.5,1900,Good,5.3,99,30,,Yes
CNC Machine,2023-09-16 23:58:34,20.2,0.05,1137,Good,13.2,80,54,,Yes
Robot,2023-07-24 16:21:48,21.4,0.5,509,Low,5.3,100,30,,Yes
Conveyor Belt,2022-09-03 23:14:49,20.2,0.5,509,Good,7.8,100,47,,No
Conveyor Belt,2020-01-06 23:09:12,30.4,0.15,733,Empty,7.4,80,45,,Yes
Conveyor Belt,2021-10-24 16:48:04,55.9,0.33,810,Good,15.2,94,30,1.88,Yes
Conveyor Belt,2023-09-16 23:58:34,56.7,0.5,509,Low,6.0,86,30,,Yes
Robot,2022-09-03 23:14:49,73.7,0.27,714,Low,10.0,80,70,,Yes
Stamping Machine,2020-07-05 07:56:20,68.1,0.29,1746,Good,10.6,90,38,,Yes
CNC Machine,2023-07-24 16:21:48,20.2,0.13,509,Low,11.9,100,38,,No
Conveyor Belt,2022-09-29 17:02:08,46.9,0.15,509,Low,8.4,100,62,,Yes
Stamping Machine,2023-09-15 23:39:07,20.2,0.5,1966,Good,6.0,91,59,,No
CNC Machine,2022-09-03 23:14:49,74.0,0.09,509,Empty,20.0,94,61,,Yes
Robot,2020-11-06 00:46:27,57.4,0.5,1694,Good,20.0,93,50,,Yes
Stamping Machine,2020-10-18 06:17:22,29.5,0.08,1062,Low,7.4,100,30,,Yes
Robot,2022-09-03 23:14:49,69.5,0.44,509,Good,20.0,82,35,,Yes
Stamping Machine,2022-03-14 17:05:57,51.2,0.5,810,Low,5.3,85,64,,Yes
Stamping Machine,2020-05-23 18:54:37,28.1,0.33,509,Low,8.7,87,69,,No
Conveyor Belt,2020-10-18 06:17:22,60.3,0.23,883,Low,14.8,92,30,,Yes
Stamping Machine,2020-09-14 11:13:19,73.9,0.05,1051,Good,17.0,83,70,,Yes
Stamping Machine,2022-01-03 02:07:29,20.2,0.12,509,Low,10.3,95,61,,No
Robot,2020-10-18 06:17:22,20.2,0.05,1847,Good,13.3,100,70,,No
Conveyor Belt,2020-04-03 06:01:09,65.2,0.5,884,Low,5.3,100,70,,Yes
Stamping Machine,2020-10-18 06:17:22,59.8,0.5,509,Empty,19.8,99,30,,No
Conveyor Belt,2020-11-21 03:36:35,23.1,0.41,1711,Empty,6.1,80,43,,Yes
Conveyor Belt,2023-03-08 15:55:14,20.2,0.05,509,Good,5.4,100,70,,No
Stamping Machine,2022-09-03 23:14:49,70.9,0.32,517,Good,12.2,81,39,,Yes
Stamping Machine,2023-09-15 23:39:07,20.2,0.5,509,Good,20.0,97,69,,No
Stamping Machine,2020-01-16 21:08:39,68.4,0.5,883,Low,6.5,100,57,,No
Stamping Machine,2022-07-12 22:45:22,69.4,0.39,746,Good,19.1,100,37,,No
Robot,2020-01-16 21:08:39,63.6,0.05,897,Low,20.0,80,44,,No
Conveyor Belt,2022-09-03 23:14:49,20.2,0.05,1270,Low,20.0,83,39,,No
Conveyor Belt,2022-09-03 23:14:49,20.2,0.13,509,Good,20.0,85,35,,No
Conveyor Belt,2020-03-14 05:08:45,47.7,0.5,509,Low,11.2,91,59,,No
Conveyor Belt,2022-07-12 22:45:22,31.2,0.09,509,Good,20.0,98,34,1.92,Yes
CNC Machine,2021-10-14 00:34:41,79.7,0.28,509,Low,5.6,100,46,,No
Conveyor Belt,2020-10-18 06:17:22,20.2,0.21,509,Low,6.7,100,65,,No
Stamping Machine,2023-09-15 23:39:07,43.5,0.16,1318,Good,14.7,80,30,2.04,No
Stamping Machine,2020-12-25 16:33:10,74.9,0.24,509,Good,18.5,80,36,,No
Conveyor Belt,2022-09-03 23:14:49,53.8,0.05,509,Good,9.6,97,64,1.96,Yes
Stamping Machine,2023-07-18 10:48:35,38.7,0.08,509,Low,5.3,92,35,,Yes
CNC Machine,2023-09-16 23:58:34,51.3,0.05,1040,Empty,20.0,97,34,,Yes
CNC Machine,2022-09-03 23:14:49,79.7,0.5,1315,Good,20.0,88,35,,No
Conveyor Belt,2023-09-16 23:58:34,40.2,0.29,509,Low,19.6,100,37,,No
Stamping Machine,2020-10-18 06:17:22,36.1,0.05,760,Good,7.0,88,30,,No
Stamping Machine,2022-09-03 23:14:49,63.7,0.2,509,Low,5.3,92,30,,Yes
Conveyor Belt,2023-09-15 23:39:07,20.2,0.5,509,Good,7.9,80,70,,Yes
Stamping Machine,2022-12-08 17:49:37,20.2,0.38,1408,Good,7.7,93,60,1.93,No
Conveyor Belt,2023-09-13 19:13:21,20.2,0.13,509,Empty,20.0,81,45,,Yes
Stamping Machine,2022-09-03 23:14:49,20.2,0.05,853,Good,18.0,80,30,,No
CNC Machine,2023-07-18 10:48:35,20.2,0.31,509,Low,10.9,94,44,,Yes
CNC Machine,2023-09-16 23:58:34,34.0,0.5,509,Good,20.0,90,37,,No
Stamping Machine,2023-09-16 23:58:34,73.8,0.5,795,Good,5.3,80,70,,No
CNC Machine,2022-09-03 23:14:49,20.2,0.5,561,Low,16.6,80,63,1.25,Yes
Conveyor Belt,2023-03-07 03:21:43,20.2,0.26,509,Good,5.3,100,39,1.87,Yes
Robot,2020-10-18 06:17:22,79.7,0.5,509,Good,12.6,87,30,2.02,Yes
CNC Machine,2023-01-21 15:34:41,20.2,0.09,509,Good,16.2,88,36,,Yes
Stamping Machine,2022-09-03 23:14:49,29.2,0.5,1993,Low,18.3,80,30,,Yes
Robot,2020-07-05 07:56:20,73.1,0.05,1199,Low,17.7,80,70,,No
Stamping Machine,2020-04-03 06:01:09,40.9,0.24,509,Good,5.9,95,70,1.89,Yes
Stamping Machine,2022-07-12 22:45:22,20.2,0.5,509,Empty,5.8,87,49,,Yes
Conveyor Belt,2022-04-05 21:56:47,79.7,0.5,509,Empty,19.6,92,49,,Yes
Stamping Machine,2022-09-03 23:14:49,25.1,0.5,509,Low,11.1,97,70,,No
Robot,2020-11-06 00:46:27,79.7,0.39,1244,Good,20.0,100,68,2.0,No
Conveyor Belt,2022-07-12 22:45:22,29.3,0.1,1789,Empty,15.9,100,34,1.06,Yes
Conveyor Belt,2022-09-03 23:14:49,20.2,0.29,1086,Good,8.0,100,48,,No
Stamping Machine,2020-04-03 06:01:09,56.9,0.5,509,Good,12.6,80,47,,No
CNC Machine,2021-10-14 00:34:41,69.8,0.15,538,Good,8.1,100,66,,No
Conveyor Belt,2021-08-04 20:57:21,79.7,0.5,509,Empty,13.9,84,46,,Yes
Stamping Machine,2020-12-25 16:33:10,20.2,0.5,1993,Empty,20.0,80,70,,No
Robot,2022-09-03 23:14:49,20.2,0.5,1370,Low,16.0,80,70,,No
Robot,2022-04-21 13:10:24,20.2,0.3,952,Low,20.0,80,30,,Yes
Conveyor Belt,2022-07-12 22:45:22,20.2,0.19,509,Empty,20.0,95,34,1.88,Yes
Stamping Machine,2021-05-06 05:33:14,58.6,0.2,509,Low,8.3,80,70,,Yes
Stamping Machine,2021-05-08 19:37:08,20.2,0.05,509,Low,11.3,100,30,,No
Stamping Machine,2020-10-18 06:17:22,69.4,0.45,555,Low,9.2,100,40,1.14,No
Conveyor Belt,2021-10-14 00:34:41,20.2,0.05,509,Good,6.3,80,46,1.45,Yes
Stamping Machine,2022-07-04 01:26:47,72.1,0.09,764,Low,8.1,100,35,,No
Stamping Machine,2022-09-03 23:14:49,28.1,0.5,865,Good,10.8,100,70,,No
CNC Machine,2020-11-06 00:46:27,73.2,0.28,509,Low,5.3,80,67,1.92,Yes
Stamping Machine,2023-09-13 19:13:21,66.8,0.28,509,Low,12.2,98,61,,No
Conveyor Belt,2022-09-03 23:14:49,39.3,0.5,1741,Good,18.3,80,70,2.03,No
Robot,2020-04-03 06:01:09,62.0,0.3,1391,Good,7.4,95,53,1.16,No
Conveyor Belt,2020-07-05 07:56:20,26.7,0.05,1602,Low,9.6,87,30,,Yes
CNC Machine,2020-07-05 07:56:20,34.7,0.05,758,Good,5.3,100,61,,Yes
Stamping Machine,2021-06-20 23:29:22,20.2,0.21,754,Good,18.5,95,30,,Yes
